INFO:root:Starting EM-Lab Run
INFO:root:emlab database: sqlite:///C:\Users\isanchezjimene\Documents\TraderesCode\toolbox-amiris-emlab\.spinetoolbox\items\emlabdb\EmlabDB.sqlite
INFO:root:SpineDBRW: Start Read Repository
WARNING:root:No value found for class: node, object: CO2, parameter: annual_resource_limit
WARNING:root:No value found for class: electricity, object: PV_utility_systems, parameter: apparent_power
WARNING:root:No value found for class: electricity, object: Power_to_Jet_Fuel, parameter: apparent_power
WARNING:root:No value found for class: electricity, object: WTG_offshore, parameter: apparent_power
WARNING:root:No value found for class: electricity, object: WTG_onshore, parameter: apparent_power
WARNING:root:No value found for class: electricity, object: Wave_energy, parameter: apparent_power
WARNING:root:No value found for class: electricity, object: CCS, parameter: fom_cost
WARNING:root:No value found for class: electricity, object: Hydrogen_to_Jet_Fuel, parameter: fom_cost
WARNING:root:No value found for class: electricity, object: Power_to_Jet_Fuel, parameter: fom_cost
WARNING:root:No value found for class: electricity, object: Wave_energy, parameter: fom_cost
WARNING:root:No value found for class: electricity, object: Biomass_CHP_wood_pellets_DH, parameter: inertia
WARNING:root:No value found for class: electricity, object: Biomass_CHP_wood_pellets_PH, parameter: inertia
WARNING:root:No value found for class: electricity, object: CCGT, parameter: inertia
WARNING:root:No value found for class: electricity, object: CCGT_CHP_backpressure_DH, parameter: inertia
WARNING:root:No value found for class: electricity, object: CCGT_CHP_backpressure_PH, parameter: inertia
WARNING:root:No value found for class: electricity, object: CCS, parameter: inertia
WARNING:root:No value found for class: electricity, object: CSP_Parabolic, parameter: inertia
WARNING:root:No value found for class: electricity, object: CSP_Tower, parameter: inertia
WARNING:root:No value found for class: electricity, object: Hydrogen_to_Jet_Fuel, parameter: inertia
WARNING:root:No value found for class: electricity, object: Hydropower_ROR, parameter: inertia
WARNING:root:No value found for class: electricity, object: Hydropower_reservoir_large, parameter: inertia
WARNING:root:No value found for class: electricity, object: Hydropower_reservoir_medium, parameter: inertia
WARNING:root:No value found for class: electricity, object: Hydropower_reservoir_small, parameter: inertia
WARNING:root:No value found for class: electricity, object: OCGT, parameter: inertia
WARNING:root:No value found for class: electricity, object: PEM_Electrolyzer, parameter: inertia
WARNING:root:No value found for class: electricity, object: PV_commercial_systems, parameter: inertia
WARNING:root:No value found for class: electricity, object: PV_residential, parameter: inertia
WARNING:root:No value found for class: electricity, object: PV_utility_systems, parameter: inertia
WARNING:root:No value found for class: electricity, object: Power_to_Jet_Fuel, parameter: inertia
WARNING:root:No value found for class: electricity, object: WTG_offshore, parameter: inertia
WARNING:root:No value found for class: electricity, object: WTG_onshore, parameter: inertia
WARNING:root:No value found for class: electricity, object: Wave_energy, parameter: inertia
WARNING:root:No value found for class: electricity, object: Hydrogen_to_Jet_Fuel, parameter: investment_cost
WARNING:root:No value found for class: electricity, object: Power_to_Jet_Fuel, parameter: investment_cost
WARNING:root:No value found for class: electricity, object: Biomass_CHP_wood_pellets_DH, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: Biomass_CHP_wood_pellets_PH, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: CCGT, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: CCGT_CHP_backpressure_DH, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: CCGT_CHP_backpressure_PH, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: CCS, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: CSP_Parabolic, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: CSP_Tower, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: Hydrogen_to_Jet_Fuel, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: Hydropower_ROR, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: Hydropower_reservoir_large, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: Hydropower_reservoir_medium, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: Hydropower_reservoir_small, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: OCGT, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: PV_commercial_systems, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: PV_residential, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: PV_utility_systems, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: Power_to_Jet_Fuel, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: WTG_offshore, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: WTG_onshore, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: Wave_energy, parameter: ramp_limit
WARNING:root:No value found for class: electricity, object: Biomass_CHP_wood_pellets_DH, parameter: start_cost
WARNING:root:No value found for class: electricity, object: Biomass_CHP_wood_pellets_PH, parameter: start_cost
WARNING:root:No value found for class: electricity, object: CCGT, parameter: start_cost
WARNING:root:No value found for class: electricity, object: CCGT_CHP_backpressure_DH, parameter: start_cost
WARNING:root:No value found for class: electricity, object: CCGT_CHP_backpressure_PH, parameter: start_cost
WARNING:root:No value found for class: electricity, object: CCS, parameter: start_cost
WARNING:root:No value found for class: electricity, object: CSP_Parabolic, parameter: start_cost
WARNING:root:No value found for class: electricity, object: CSP_Tower, parameter: start_cost
WARNING:root:No value found for class: electricity, object: Hydrogen_to_Jet_Fuel, parameter: start_cost
WARNING:root:No value found for class: electricity, object: Hydropower_ROR, parameter: start_cost
WARNING:root:No value found for class: electricity, object: Hydropower_reservoir_large, parameter: start_cost
WARNING:root:No value found for class: electricity, object: Hydropower_reservoir_medium, parameter: start_cost
WARNING:root:No value found for class: electricity, object: Hydropower_reservoir_small, parameter: start_cost
WARNING:root:No value found for class: electricity, object: Nuclear, parameter: start_cost
WARNING:root:No value found for class: electricity, object: Nuclear_CHP_DH, parameter: start_cost
WARNING:root:No value found for class: electricity, object: Nuclear_CHP_PH, parameter: start_cost
WARNING:root:No value found for class: electricity, object: PEM_Electrolyzer, parameter: start_cost
WARNING:root:No value found for class: electricity, object: PV_commercial_systems, parameter: start_cost
WARNING:root:No value found for class: electricity, object: PV_residential, parameter: start_cost
WARNING:root:No value found for class: electricity, object: PV_utility_systems, parameter: start_cost
WARNING:root:No value found for class: electricity, object: Power_to_Jet_Fuel, parameter: start_cost
WARNING:root:No value found for class: electricity, object: WTG_offshore, parameter: start_cost
WARNING:root:No value found for class: electricity, object: WTG_onshore, parameter: start_cost
WARNING:root:No value found for class: electricity, object: Wave_energy, parameter: start_cost
WARNING:root:No value found for class: electricity, object: CCS, parameter: vom_cost
WARNING:root:No value found for class: electricity, object: CSP_Parabolic, parameter: vom_cost
WARNING:root:No value found for class: electricity, object: CSP_Tower, parameter: vom_cost
WARNING:root:No value found for class: electricity, object: Hydrogen_to_Jet_Fuel, parameter: vom_cost
WARNING:root:No value found for class: electricity, object: Hydropower_ROR, parameter: vom_cost
WARNING:root:No value found for class: electricity, object: Hydropower_reservoir_large, parameter: vom_cost
WARNING:root:No value found for class: electricity, object: Hydropower_reservoir_medium, parameter: vom_cost
WARNING:root:No value found for class: electricity, object: Hydropower_reservoir_small, parameter: vom_cost
WARNING:root:No value found for class: electricity, object: PV_commercial_systems, parameter: vom_cost
WARNING:root:No value found for class: electricity, object: PV_residential, parameter: vom_cost
WARNING:root:No value found for class: electricity, object: PV_utility_systems, parameter: vom_cost
WARNING:root:No value found for class: electricity, object: Power_to_Jet_Fuel, parameter: vom_cost
WARNING:root:No value found for class: unit, object: Coal PSC, parameter: annuity
WARNING:root:No value found for class: unit, object: Fuel oil PGT, parameter: annuity
WARNING:root:No value found for class: unit, object: Lignite PSC, parameter: annuity
WARNING:root:No value found for class: unit, object: Lithium_ion_battery, parameter: annuity
WARNING:root:No value found for class: unit, object: CCS, parameter: efficiency_full_load
WARNING:root:No value found for class: unit, object: CSP_Parabolic, parameter: efficiency_full_load
WARNING:root:No value found for class: unit, object: CSP_Tower, parameter: efficiency_full_load
WARNING:root:No value found for class: unit, object: FT_process, parameter: efficiency_full_load
WARNING:root:No value found for class: unit, object: Gasifier_and_methanation, parameter: efficiency_full_load
WARNING:root:No value found for class: unit, object: Hydrogen_to_Jet_Fuel, parameter: efficiency_full_load
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_large, parameter: efficiency_full_load
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_small, parameter: efficiency_full_load
WARNING:root:No value found for class: unit, object: PEM_Electrolyzer, parameter: efficiency_full_load
WARNING:root:No value found for class: unit, object: Power_to_Jet_Fuel, parameter: efficiency_full_load
WARNING:root:No value found for class: unit, object: Wave_energy, parameter: efficiency_full_load
WARNING:root:No value found for class: unit, object: Biomass_CHP_wood_pellets_DH, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: Biomass_CHP_wood_pellets_PH, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: Building_electric_heater, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: Building_gas_heater, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: Building_heat_pump_air_to_air, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: Building_heat_pump_air_to_water, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: CCGT, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: CCGT_CHP_backpressure_DH, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: CCGT_CHP_backpressure_PH, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: CCS, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: CSP_Parabolic, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: CSP_Tower, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: Coal PSC, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: FT_process, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: Fuel oil PGT, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: Gasifier_and_methanation, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: Hydrogen_to_Jet_Fuel, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: Hydropower_ROR, parameter: efficiency_min_load
WARNING:root:No value found for class: unit, object: Hydropower_reservoir_large, parameter: efficiency_min_load
